price,availability_365,room_type,review_scores_rating,neighbourhood_group_cleansed,cluster
99.0,97,Entire home/apt,5.0,Central Region,3
287.0,348,Private room,4.5,Central Region,0
49.0,361,Private room,5.0,Central Region,0
959.0,364,Entire home/apt,5.0,Central Region,3
74.0,255,Private room,5.0,Central Region,0
49.0,361,Private room,5.0,Central Region,0
59.0,361,Private room,4.0,Central Region,0
38.0,330,Private room,5.0,Central Region,0
44.0,363,Private room,4.5,Central Region,0
210.0,271,Entire home/apt,5.0,Central Region,3
75.0,365,Private room,5.0,North Region,2
217.0,296,Entire home/apt,5.0,Central Region,3
49.0,361,Private room,5.0,Central Region,0
136.0,364,Private room,4.44,Central Region,0
120.0,90,Private room,5.0,West Region,0
44.0,363,Private room,5.0,Central Region,0
118.0,177,Private room,4.75,Central Region,0
48.0,361,Private room,5.0,Central Region,0
49.0,361,Private room,5.0,Central Region,0
70.0,269,Private room,4.22,Central Region,0
314.0,256,Private room,4.5,Central Region,0
223.0,364,Entire home/apt,4.5,Central Region,3
59.0,361,Private room,4.0,Central Region,0
254.0,365,Entire home/apt,3.67,Central Region,3
254.0,365,Entire home/apt,4.67,Central Region,3
188.0,363,Entire home/apt,4.9,Central Region,3
189.0,184,Entire home/apt,4.6,Central Region,3
189.0,184,Entire home/apt,5.0,Central Region,3
59.0,361,Private room,5.0,Central Region,0
237.0,364,Entire home/apt,4.0,Central Region,3
50.0,364,Private room,4.67,West Region,0
264.0,181,Entire home/apt,5.0,Central Region,3
231.0,365,Entire home/apt,4.85,Central Region,3
304.0,320,Private room,5.0,Central Region,0
66.0,362,Private room,5.0,Central Region,0
304.0,325,Private room,3.67,Central Region,0
304.0,325,Private room,5.0,Central Region,0
198.0,309,Private room,3.5,Central Region,0
381.0,318,Private room,4.4,Central Region,0
314.0,330,Private room,4.71,Central Region,0
246.0,364,Entire home/apt,3.94,Central Region,3
237.0,364,Entire home/apt,4.0,Central Region,3
260.0,178,Entire home/apt,4.84,Central Region,3
260.0,184,Entire home/apt,4.82,Central Region,3
401.0,269,Private room,5.0,Central Region,0
300.0,178,Entire home/apt,4.63,Central Region,3
390.0,364,Entire home/apt,5.0,West Region,3
379.0,319,Private room,5.0,Central Region,0
124.0,338,Private room,4.0,Central Region,0
381.0,321,Private room,4.17,Central Region,0
222.0,296,Private room,4.0,Central Region,0
198.0,345,Private room,3.29,Central Region,0
381.0,310,Private room,4.44,Central Region,0
304.0,333,Private room,4.64,Central Region,0
75.0,90,Private room,4.83,Central Region,0
275.0,336,Entire home/apt,5.0,Central Region,3
69.0,361,Private room,5.0,Central Region,0
49.0,361,Private room,5.0,Central Region,0
59.0,361,Private room,5.0,Central Region,0
45.0,363,Shared room,4.5,Central Region,3
170.0,362,Private room,4.36,Central Region,0
171.0,362,Private room,4.33,Central Region,0
158.0,359,Private room,4.0,Central Region,0
257.0,305,Entire home/apt,4.88,Central Region,3
256.0,338,Entire home/apt,4.9,Central Region,3
49.0,361,Private room,5.0,Central Region,0
35.0,90,Private room,4.57,North-East Region,1
250.0,90,Private room,1.0,Central Region,0
206.0,184,Entire home/apt,4.0,Central Region,3
254.0,338,Private room,4.0,Central Region,0
173.0,350,Private room,4.39,Central Region,0
173.0,336,Private room,4.4,Central Region,0
238.0,358,Private room,4.45,Central Region,0
59.0,361,Private room,5.0,Central Region,0
381.0,364,Entire home/apt,4.0,West Region,3
559.0,172,Entire home/apt,5.0,Central Region,3
479.0,330,Entire home/apt,5.0,Central Region,3
583.0,352,Entire home/apt,4.83,Central Region,3
99.0,364,Private room,4.73,Central Region,0
71.0,365,Private room,4.67,North Region,2
70.0,43,Private room,5.0,North Region,2
310.0,331,Entire home/apt,4.5,Central Region,3
331.0,331,Entire home/apt,4.0,Central Region,3
513.0,331,Entire home/apt,4.29,Central Region,3
782.0,331,Entire home/apt,4.5,Central Region,3
139.0,364,Private room,5.0,Central Region,0
61.0,303,Private room,4.96,West Region,0
74.0,302,Private room,5.0,West Region,0
74.0,302,Private room,5.0,West Region,0
69.0,361,Private room,4.0,Central Region,0
44.0,363,Private room,5.0,Central Region,0
261.0,266,Entire home/apt,4.0,Central Region,3
43.0,330,Private room,5.0,Central Region,0
113.0,365,Private room,4.48,Central Region,0
103.0,364,Private room,4.56,Central Region,0
42.0,365,Private room,5.0,North-East Region,1
375.0,364,Entire home/apt,4.5,Central Region,3
43.0,361,Private room,4.0,Central Region,0
49.0,361,Private room,5.0,Central Region,0
136.0,130,Private room,5.0,Central Region,0
270.0,364,Entire home/apt,5.0,West Region,3
186.0,265,Private room,4.9,Central Region,0
93.0,363,Private room,4.73,Central Region,0
108.0,364,Private room,4.81,Central Region,0
140.0,77,Private room,5.0,East Region,0
140.0,361,Private room,5.0,East Region,0
160.0,361,Private room,5.0,East Region,0
160.0,301,Private room,5.0,East Region,0
160.0,301,Private room,5.0,East Region,0
160.0,316,Private room,4.0,East Region,0
140.0,180,Private room,5.0,East Region,0
140.0,77,Private room,4.5,East Region,0
118.0,365,Private room,4.75,Central Region,0
96.0,363,Private room,4.77,Central Region,0
120.0,247,Private room,5.0,East Region,0
140.0,28,Private room,5.0,East Region,0
74.0,365,Private room,4.64,West Region,0
135.0,295,Private room,4.67,Central Region,0
215.0,357,Private room,4.48,Central Region,0
49.0,361,Private room,5.0,Central Region,0
46.0,241,Private room,4.83,Central Region,0
257.0,364,Entire home/apt,4.0,Central Region,3
69.0,361,Private room,5.0,Central Region,0
328.0,364,Entire home/apt,2.0,Central Region,3
359.0,364,Entire home/apt,5.0,Central Region,3
1133.0,31,Entire home/apt,5.0,Central Region,3
351.0,359,Entire home/apt,5.0,Central Region,3
965.0,358,Entire home/apt,5.0,Central Region,3
723.0,246,Entire home/apt,5.0,Central Region,3
1394.0,336,Entire home/apt,5.0,Central Region,3
1115.0,320,Entire home/apt,5.0,Central Region,3
148.0,267,Entire home/apt,5.0,Central Region,3
500.0,361,Entire home/apt,5.0,North-East Region,1
401.0,344,Entire home/apt,4.86,North-East Region,1
376.0,258,Entire home/apt,4.5,North-East Region,1
914.0,365,Entire home/apt,4.25,North-East Region,1
731.0,344,Entire home/apt,5.0,North-East Region,1
300.0,365,Entire home/apt,4.63,Central Region,3
685.0,258,Entire home/apt,5.0,North-East Region,1
110.0,321,Private room,4.81,Central Region,0
97.0,211,Private room,5.0,Central Region,0
650.0,322,Entire home/apt,5.0,Central Region,3
610.0,215,Entire home/apt,4.67,Central Region,3
1195.0,363,Entire home/apt,4.86,Central Region,3
956.0,326,Entire home/apt,5.0,Central Region,3
896.0,216,Entire home/apt,5.0,Central Region,3
356.0,358,Entire home/apt,4.0,Central Region,3
130.0,353,Entire home/apt,4.29,Central Region,3
350.0,364,Entire home/apt,4.0,North Region,2
425.0,364,Entire home/apt,4.89,Central Region,3
479.0,364,Entire home/apt,3.6,Central Region,3
339.0,364,Entire home/apt,5.0,West Region,3
340.0,364,Entire home/apt,4.0,West Region,3
226.0,363,Entire home/apt,4.84,Central Region,3
408.0,365,Private room,5.0,Central Region,0
244.0,357,Entire home/apt,4.85,Central Region,3
257.0,355,Entire home/apt,4.86,Central Region,3
297.0,362,Entire home/apt,4.77,Central Region,3
328.0,362,Entire home/apt,4.5,Central Region,3
38.0,352,Private room,3.0,Central Region,0
60.0,361,Private room,5.0,Central Region,0
127.0,364,Private room,4.61,Central Region,0
123.0,365,Private room,4.53,Central Region,0
135.0,365,Private room,4.54,Central Region,0
103.0,364,Private room,4.76,Central Region,0
157.0,363,Private room,4.79,Central Region,0
209.0,364,Private room,4.63,Central Region,0
114.0,364,Private room,4.76,Central Region,0
175.0,362,Private room,4.73,Central Region,0
175.0,338,Private room,4.68,Central Region,0
154.0,359,Private room,4.48,Central Region,0
148.0,353,Private room,4.49,Central Region,0
180.0,364,Private room,4.44,Central Region,0
100.0,365,Private room,4.5,Central Region,0
691.0,357,Entire home/apt,5.0,West Region,3
180.0,364,Entire home/apt,4.5,Central Region,3
126.0,173,Private room,5.0,Central Region,0
47.0,361,Private room,4.88,North Region,2
310.0,364,Entire home/apt,5.0,West Region,3
187.0,6,Private room,4.0,Central Region,0
240.0,6,Private room,4.0,Central Region,0
209.0,361,Private room,4.62,Central Region,0
157.0,363,Private room,4.74,Central Region,0
123.0,364,Private room,4.55,Central Region,0
127.0,365,Private room,4.7,Central Region,0
227.0,346,Entire home/apt,4.26,Central Region,3
126.0,364,Private room,5.0,Central Region,0
247.0,355,Entire home/apt,4.84,Central Region,3
92.0,363,Shared room,4.5,Central Region,3
152.0,364,Entire home/apt,5.0,Central Region,3
53.0,239,Private room,5.0,Central Region,0
265.0,306,Entire home/apt,4.29,Central Region,3
44.0,361,Private room,5.0,Central Region,0
115.0,363,Private room,5.0,Central Region,0
206.0,184,Entire home/apt,5.0,Central Region,3
206.0,184,Entire home/apt,5.0,Central Region,3
224.0,181,Entire home/apt,4.87,Central Region,3
173.0,184,Private room,5.0,Central Region,0
170.0,181,Entire home/apt,4.77,Central Region,3
246.0,181,Entire home/apt,5.0,Central Region,3
159.0,358,Private room,5.0,Central Region,0
127.0,364,Private room,4.6,Central Region,0
188.0,364,Private room,4.55,Central Region,0
132.0,365,Private room,4.66,Central Region,0
80.0,249,Private room,5.0,Central Region,0
123.0,364,Private room,4.33,Central Region,0
121.0,363,Private room,4.59,Central Region,0
246.0,357,Entire home/apt,4.67,Central Region,3
203.0,359,Entire home/apt,4.75,Central Region,3
186.0,361,Entire home/apt,4.91,Central Region,3
154.0,332,Entire home/apt,4.86,Central Region,3
612.0,364,Entire home/apt,5.0,Central Region,3
130.0,364,Private room,4.67,Central Region,0
123.0,364,Private room,4.76,Central Region,0
129.0,280,Entire home/apt,5.0,Central Region,3
310.0,364,Entire home/apt,4.5,Central Region,3
253.0,334,Entire home/apt,4.88,Central Region,3
219.0,346,Entire home/apt,5.0,Central Region,3
239.0,353,Entire home/apt,4.56,Central Region,3
217.0,361,Entire home/apt,4.53,Central Region,3
196.0,360,Entire home/apt,4.67,Central Region,3
145.0,344,Entire home/apt,4.79,Central Region,3
443.0,363,Entire home/apt,4.48,Central Region,3
439.0,346,Entire home/apt,4.59,Central Region,3
440.0,364,Entire home/apt,3.0,West Region,3
146.0,343,Entire home/apt,4.74,Central Region,3
195.0,350,Entire home/apt,4.53,Central Region,3
152.0,359,Entire home/apt,4.61,Central Region,3
227.0,332,Entire home/apt,4.64,Central Region,3
265.0,364,Entire home/apt,4.5,Central Region,3
270.0,364,Entire home/apt,5.0,Central Region,3
130.0,310,Entire home/apt,4.76,Central Region,3
135.0,356,Entire home/apt,4.89,Central Region,3
732.0,364,Entire home/apt,4.5,Central Region,3
255.0,364,Entire home/apt,5.0,Central Region,3
499.0,359,Entire home/apt,4.2,Central Region,3
235.0,364,Entire home/apt,4.75,Central Region,3
121.0,365,Private room,5.0,North-East Region,1
1140.0,364,Entire home/apt,5.0,Central Region,3
800.0,364,Entire home/apt,5.0,Central Region,3
249.0,334,Entire home/apt,4.75,Central Region,3
243.0,251,Entire home/apt,4.33,Central Region,3
249.0,335,Entire home/apt,5.0,Central Region,3
236.0,364,Entire home/apt,5.0,Central Region,3
243.0,340,Entire home/apt,4.7,Central Region,3
229.0,324,Entire home/apt,4.96,Central Region,3
300.0,90,Entire home/apt,5.0,Central Region,3
256.0,309,Entire home/apt,4.0,Central Region,3
229.0,306,Entire home/apt,4.5,Central Region,3
270.0,332,Entire home/apt,5.0,Central Region,3
263.0,332,Entire home/apt,4.64,Central Region,3
243.0,328,Entire home/apt,5.0,Central Region,3
256.0,346,Entire home/apt,4.9,Central Region,3
261.0,331,Entire home/apt,4.88,Central Region,3
263.0,315,Entire home/apt,5.0,Central Region,3
243.0,328,Entire home/apt,4.89,Central Region,3
301.0,277,Entire home/apt,5.0,Central Region,3
530.0,364,Entire home/apt,5.0,Central Region,3
253.0,335,Entire home/apt,4.86,Central Region,3
263.0,332,Entire home/apt,4.83,Central Region,3
263.0,333,Entire home/apt,5.0,Central Region,3
226.0,340,Entire home/apt,4.94,Central Region,3
430.0,364,Entire home/apt,4.8,Central Region,3
236.0,329,Entire home/apt,4.9,Central Region,3
256.0,332,Entire home/apt,4.5,Central Region,3
249.0,346,Entire home/apt,4.9,Central Region,3
70.0,365,Private room,5.0,North Region,2
246.0,331,Entire home/apt,4.88,Central Region,3
246.0,338,Entire home/apt,5.0,Central Region,3
237.0,332,Entire home/apt,5.0,Central Region,3
237.0,337,Entire home/apt,5.0,Central Region,3
265.0,300,Entire home/apt,4.86,Central Region,3
463.0,275,Entire home/apt,4.84,Central Region,3
185.0,355,Private room,3.5,Central Region,0
420.0,352,Entire home/apt,5.0,Central Region,3
450.0,364,Entire home/apt,5.0,Central Region,3
176.0,361,Private room,3.61,Central Region,0
270.0,363,Private room,4.0,Central Region,0
839.0,290,Entire home/apt,4.8,Central Region,3
316.0,308,Entire home/apt,5.0,Central Region,3
309.0,298,Entire home/apt,5.0,Central Region,3
263.0,332,Entire home/apt,4.75,Central Region,3
357.0,263,Entire home/apt,4.89,Central Region,3
340.0,364,Entire home/apt,5.0,Central Region,3
251.0,350,Private room,4.5,Central Region,0
531.0,168,Private room,5.0,Central Region,0
236.0,325,Entire home/apt,4.87,Central Region,3
236.0,305,Entire home/apt,4.73,Central Region,3
62.0,240,Entire home/apt,5.0,East Region,0
286.0,283,Entire home/apt,4.81,Central Region,3
292.0,265,Entire home/apt,4.78,Central Region,3
90.0,365,Private room,5.0,Central Region,0
118.0,56,Private room,4.5,Central Region,0
150.0,19,Private room,4.65,Central Region,0
118.0,56,Private room,5.0,Central Region,0
470.0,364,Entire home/apt,4.0,West Region,3
148.0,56,Private room,4.0,Central Region,0
268.0,35,Private room,4.5,Central Region,0
110.0,56,Private room,5.0,Central Region,0
392.0,364,Entire home/apt,5.0,Central Region,3
729.0,288,Entire home/apt,4.86,Central Region,3
334.0,364,Entire home/apt,5.0,Central Region,3
463.0,267,Entire home/apt,4.8,Central Region,3
640.0,364,Entire home/apt,5.0,Central Region,3
469.0,324,Entire home/apt,5.0,Central Region,3
248.0,309,Entire home/apt,4.51,Central Region,3
885.0,364,Entire home/apt,5.0,Central Region,3
459.0,360,Entire home/apt,4.0,Central Region,3
499.0,345,Entire home/apt,4.67,Central Region,3
256.0,336,Entire home/apt,4.92,Central Region,3
588.0,364,Entire home/apt,4.0,Central Region,3
750.0,365,Entire home/apt,5.0,Central Region,3
370.0,364,Entire home/apt,4.0,Central Region,3
315.0,364,Entire home/apt,4.33,Central Region,3
620.0,315,Entire home/apt,4.0,Central Region,3
357.0,364,Entire home/apt,5.0,Central Region,3
168.0,19,Private room,4.09,Central Region,0
48.0,247,Private room,5.0,Central Region,0
154.0,365,Private room,5.0,West Region,0
550.0,358,Entire home/apt,4.45,Central Region,3
334.0,364,Entire home/apt,5.0,Central Region,3
568.0,364,Entire home/apt,5.0,Central Region,3
568.0,364,Entire home/apt,5.0,Central Region,3
159.0,273,Entire home/apt,5.0,East Region,0
129.0,343,Entire home/apt,5.0,Central Region,3
148.0,365,Entire home/apt,5.0,Central Region,3
178.0,339,Private room,5.0,Central Region,0
154.0,364,Private room,4.5,Central Region,0
48.0,329,Private room,5.0,Central Region,0
168.0,363,Private room,4.0,Central Region,0
182.0,359,Private room,4.13,Central Region,0
182.0,363,Private room,4.36,Central Region,0
178.0,353,Private room,4.47,Central Region,0
312.0,331,Private room,5.0,Central Region,0
68.0,364,Private room,5.0,West Region,0
172.0,357,Entire home/apt,4.73,Central Region,3
326.0,331,Entire home/apt,4.57,Central Region,3
324.0,332,Entire home/apt,4.56,Central Region,3
241.0,349,Entire home/apt,4.59,Central Region,3
172.0,352,Entire home/apt,4.49,Central Region,3
172.0,357,Entire home/apt,4.36,Central Region,3
210.0,353,Entire home/apt,4.5,Central Region,3
172.0,357,Entire home/apt,4.24,Central Region,3
40.0,365,Private room,2.5,Central Region,0
311.0,331,Entire home/apt,4.75,Central Region,3
324.0,332,Entire home/apt,4.43,Central Region,3
192.0,335,Entire home/apt,5.0,Central Region,3
230.0,325,Entire home/apt,3.0,Central Region,3
171.0,346,Entire home/apt,4.68,Central Region,3
171.0,352,Entire home/apt,3.67,Central Region,3
230.0,335,Entire home/apt,4.0,Central Region,3
160.0,346,Entire home/apt,4.5,Central Region,3
243.0,355,Entire home/apt,4.49,Central Region,3
81.0,73,Private room,4.69,Central Region,0
329.0,335,Entire home/apt,4.56,Central Region,3
329.0,344,Entire home/apt,4.36,Central Region,3
172.0,335,Entire home/apt,4.78,Central Region,3
172.0,345,Entire home/apt,4.63,Central Region,3
243.0,355,Entire home/apt,4.0,Central Region,3
184.0,357,Entire home/apt,4.52,Central Region,3
602.0,329,Entire home/apt,5.0,Central Region,3
206.0,349,Entire home/apt,4.17,Central Region,3
216.0,339,Entire home/apt,5.0,Central Region,3
214.0,335,Entire home/apt,4.33,Central Region,3
591.0,336,Entire home/apt,4.44,Central Region,3
591.0,316,Entire home/apt,4.5,Central Region,3
230.0,343,Entire home/apt,3.0,Central Region,3
368.0,330,Entire home/apt,4.27,Central Region,3
241.0,347,Entire home/apt,4.67,Central Region,3
171.0,326,Entire home/apt,3.67,Central Region,3
215.0,348,Entire home/apt,4.25,Central Region,3
243.0,354,Entire home/apt,4.55,Central Region,3
329.0,345,Entire home/apt,4.58,Central Region,3
241.0,344,Entire home/apt,4.25,Central Region,3
326.0,340,Entire home/apt,4.56,Central Region,3
206.0,355,Entire home/apt,4.5,Central Region,3
215.0,348,Entire home/apt,3.67,Central Region,3
81.0,72,Private room,4.77,Central Region,0
326.0,338,Entire home/apt,4.45,Central Region,3
210.0,359,Entire home/apt,4.41,Central Region,3
214.0,346,Entire home/apt,4.45,Central Region,3
226.0,350,Entire home/apt,4.43,Central Region,3
565.0,333,Entire home/apt,4.1,Central Region,3
224.0,346,Entire home/apt,4.14,Central Region,3
368.0,339,Entire home/apt,2.5,Central Region,3
70.0,365,Private room,2.0,North Region,2
326.0,340,Entire home/apt,4.34,Central Region,3
38.0,145,Shared room,5.0,Central Region,3
38.0,145,Shared room,5.0,Central Region,3
205.0,334,Entire home/apt,4.41,Central Region,3
81.0,81,Private room,4.59,Central Region,0
712.0,306,Entire home/apt,4.93,Central Region,3
686.0,328,Entire home/apt,4.82,Central Region,3
763.0,335,Entire home/apt,4.81,Central Region,3
215.0,334,Entire home/apt,4.0,Central Region,3
718.0,330,Entire home/apt,4.88,Central Region,3
149.0,363,Private room,5.0,Central Region,0
282.0,364,Entire home/apt,3.0,Central Region,3
130.0,363,Entire home/apt,5.0,East Region,0
129.0,11,Private room,5.0,Central Region,0
496.0,365,Entire home/apt,5.0,Central Region,3
52.0,359,Shared room,4.88,Central Region,3
45.0,365,Private room,5.0,Central Region,0
42.0,206,Private room,5.0,Central Region,0
469.0,318,Entire home/apt,5.0,Central Region,3
439.0,340,Entire home/apt,4.67,Central Region,3
430.0,364,Entire home/apt,4.67,Central Region,3
499.0,364,Entire home/apt,4.5,Central Region,3
450.0,364,Private room,4.17,Central Region,0
130.0,308,Private room,5.0,Central Region,0
381.0,328,Private room,5.0,Central Region,0
242.0,318,Private room,4.0,Central Region,0
242.0,338,Private room,2.0,Central Region,0
700.0,364,Entire home/apt,4.5,Central Region,3
900.0,364,Entire home/apt,4.88,Central Region,3
154.0,364,Private room,5.0,Central Region,0
1530.0,109,Private room,5.0,Central Region,3
212.0,153,Private room,4.27,Central Region,0
181.0,154,Private room,4.35,Central Region,0
253.0,149,Private room,1.0,Central Region,0
136.0,83,Private room,3.71,Central Region,0
463.0,352,Entire home/apt,4.9,Central Region,3
110.0,57,Private room,4.71,Central Region,0
110.0,57,Private room,4.5,Central Region,0
40.0,151,Shared room,4.67,Central Region,3
279.0,360,Entire home/apt,4.78,Central Region,3
232.0,362,Entire home/apt,4.6,Central Region,3
836.0,353,Entire home/apt,5.0,Central Region,3
302.0,364,Private room,4.92,Central Region,0
165.0,304,Entire home/apt,4.62,Central Region,3
185.0,343,Entire home/apt,4.84,Central Region,3
288.0,360,Entire home/apt,4.59,Central Region,3
228.0,331,Entire home/apt,5.0,Central Region,3
233.0,354,Entire home/apt,4.87,Central Region,3
220.0,350,Entire home/apt,5.0,Central Region,3
132.0,364,Private room,5.0,East Region,0
326.0,364,Private room,4.88,Central Region,0
80.0,364,Private room,2.0,West Region,0
315.0,357,Private room,4.86,Central Region,0
450.0,364,Entire home/apt,5.0,West Region,3
2267.0,360,Entire home/apt,5.0,Central Region,3
216.0,181,Entire home/apt,4.18,Central Region,3
391.0,350,Entire home/apt,5.0,Central Region,3
227.0,364,Entire home/apt,5.0,Central Region,3
233.0,180,Entire home/apt,4.17,Central Region,3
390.0,175,Entire home/apt,4.23,Central Region,3
330.0,166,Entire home/apt,4.08,Central Region,3
440.0,364,Entire home/apt,5.0,Central Region,3
272.0,361,Entire home/apt,4.8,Central Region,3
55.0,364,Private room,5.0,East Region,0
429.0,364,Entire home/apt,5.0,Central Region,3
309.0,32,Private room,4.86,Central Region,0
751.0,72,Private room,5.0,Central Region,3
328.0,8,Private room,4.76,Central Region,0
133.0,352,Entire home/apt,4.85,Central Region,3
184.0,308,Entire home/apt,4.92,Central Region,3
227.0,280,Entire home/apt,4.86,Central Region,3
655.0,364,Entire home/apt,5.0,Central Region,3
81.0,303,Private room,5.0,Central Region,0
158.0,206,Entire home/apt,5.0,Central Region,3
491.0,361,Private room,4.0,Central Region,0
439.0,270,Entire home/apt,4.81,Central Region,3
659.0,364,Entire home/apt,5.0,Central Region,3
621.0,270,Entire home/apt,4.86,Central Region,3
682.0,364,Entire home/apt,4.0,Central Region,3
439.0,269,Entire home/apt,4.81,Central Region,3
428.0,270,Entire home/apt,5.0,Central Region,3
1174.0,265,Entire home/apt,5.0,Central Region,3
634.0,265,Entire home/apt,4.84,Central Region,3
88.0,273,Private room,5.0,Central Region,0
88.0,263,Private room,5.0,Central Region,0
83.0,335,Private room,5.0,Central Region,0
134.0,294,Private room,4.6,Central Region,0
40.0,153,Shared room,5.0,Central Region,3
453.0,250,Entire home/apt,4.58,Central Region,3
637.0,264,Entire home/apt,4.85,Central Region,3
439.0,180,Entire home/apt,4.55,Central Region,3
253.0,361,Entire home/apt,4.8,Central Region,3
342.0,341,Entire home/apt,4.86,Central Region,3
269.0,329,Entire home/apt,4.89,Central Region,3
295.0,360,Entire home/apt,4.5,Central Region,3
342.0,360,Entire home/apt,4.6,Central Region,3
418.0,312,Entire home/apt,5.0,Central Region,3
418.0,153,Entire home/apt,5.0,Central Region,3
80.0,138,Private room,4.85,West Region,0
53.0,252,Private room,5.0,Central Region,0
232.0,361,Entire home/apt,4.0,Central Region,3
274.0,360,Entire home/apt,4.5,Central Region,3
270.0,360,Entire home/apt,4.43,Central Region,3
272.0,360,Entire home/apt,5.0,Central Region,3
208.0,344,Entire home/apt,4.75,Central Region,3
339.0,364,Entire home/apt,5.0,Central Region,3
282.0,84,Private room,4.0,Central Region,0
152.0,348,Entire home/apt,4.55,Central Region,3
490.0,358,Entire home/apt,5.0,Central Region,3
439.0,270,Entire home/apt,4.64,Central Region,3
428.0,239,Entire home/apt,4.9,Central Region,3
45.0,249,Private room,5.0,Central Region,0
490.0,270,Private room,4.0,Central Region,0
645.0,270,Entire home/apt,4.43,Central Region,3
243.0,326,Entire home/apt,4.63,Central Region,3
195.0,360,Entire home/apt,4.0,Central Region,3
623.0,263,Entire home/apt,4.5,Central Region,3
623.0,270,Entire home/apt,4.33,Central Region,3
125.0,161,Entire home/apt,5.0,Central Region,3
164.0,207,Private room,4.51,Central Region,0
700.0,364,Entire home/apt,5.0,Central Region,3
900.0,239,Entire home/apt,5.0,Central Region,3
283.0,84,Private room,4.75,Central Region,0
68.0,254,Private room,5.0,East Region,0
228.0,354,Private room,4.91,Central Region,0
233.0,359,Private room,4.81,Central Region,0
225.0,326,Private room,4.86,Central Region,0
237.0,364,Private room,5.0,Central Region,0
267.0,351,Private room,4.33,Central Region,0
134.0,353,Private room,5.0,Central Region,0
145.0,361,Private room,4.2,Central Region,0
336.0,84,Private room,4.56,Central Region,0
134.0,354,Private room,4.91,Central Region,0
150.0,363,Private room,4.88,Central Region,0
492.0,68,Private room,4.71,Central Region,0
227.0,71,Private room,4.0,Central Region,0
235.0,81,Private room,3.6,Central Region,0
120.0,173,Entire home/apt,4.67,Central Region,3
90.0,178,Private room,3.0,Central Region,0
90.0,169,Private room,5.0,Central Region,0
852.0,87,Entire home/apt,4.33,Central Region,3
248.0,89,Private room,5.0,Central Region,0
247.0,89,Private room,4.83,Central Region,0
535.0,78,Private room,5.0,Central Region,0
50.0,269,Private room,5.0,Central Region,0
198.0,89,Private room,5.0,Central Region,0
209.0,351,Entire home/apt,4.48,Central Region,3
48.0,362,Shared room,5.0,Central Region,3
198.0,361,Private room,4.54,Central Region,0
62.0,355,Shared room,5.0,Central Region,3
121.0,357,Shared room,5.0,Central Region,3
427.0,247,Entire home/apt,4.88,Central Region,3
439.0,254,Entire home/apt,4.94,Central Region,3
428.0,263,Entire home/apt,4.81,Central Region,3
139.0,358,Private room,4.0,Central Region,0
174.0,94,Private room,4.89,Central Region,0
261.0,349,Entire home/apt,4.43,Central Region,3
352.0,96,Entire home/apt,4.48,Central Region,3
78.0,208,Private room,4.78,North-East Region,1
69.0,233,Private room,5.0,Central Region,0
210.0,364,Private room,4.33,Central Region,0
48.0,364,Private room,1.0,Central Region,0
248.0,172,Entire home/apt,4.5,Central Region,3
464.0,185,Entire home/apt,4.0,Central Region,3
87.0,33,Private room,4.0,Central Region,0
176.0,237,Entire home/apt,5.0,Central Region,3
57.0,168,Private room,4.0,North Region,2
276.0,360,Entire home/apt,5.0,Central Region,3
134.0,358,Private room,3.9,Central Region,0
83.0,212,Private room,4.0,Central Region,0
650.0,269,Entire home/apt,5.0,Central Region,3
620.0,269,Entire home/apt,3.0,Central Region,3
369.0,90,Private room,5.0,Central Region,0
1021.0,235,Entire home/apt,5.0,Central Region,3
301.0,364,Entire home/apt,3.0,Central Region,3
96.0,269,Private room,4.75,West Region,0
400.0,263,Private room,4.25,Central Region,0
424.0,252,Entire home/apt,4.0,Central Region,3
95.0,221,Entire home/apt,5.0,East Region,0
199.0,342,Private room,4.08,Central Region,0
283.0,359,Private room,4.45,Central Region,0
270.0,90,Entire home/apt,5.0,Central Region,3
280.0,269,Private room,4.0,Central Region,0
450.0,255,Private room,5.0,Central Region,0
422.0,343,Entire home/apt,4.4,Central Region,3
453.0,344,Entire home/apt,4.5,Central Region,3
97.0,217,Private room,4.61,Central Region,0
336.0,334,Entire home/apt,4.33,Central Region,3
356.0,348,Entire home/apt,4.6,Central Region,3
455.0,333,Entire home/apt,4.17,Central Region,3
95.0,149,Private room,5.0,Central Region,0
130.0,184,Entire home/apt,4.6,Central Region,3
128.0,208,Entire home/apt,4.25,Central Region,3
128.0,255,Entire home/apt,4.67,Central Region,3
94.0,230,Private room,4.64,Central Region,0
45.0,359,Shared room,4.82,Central Region,3
97.0,217,Private room,4.57,Central Region,0
141.0,221,Entire home/apt,4.67,Central Region,3
149.0,335,Private room,5.0,Central Region,0
110.0,255,Private room,5.0,Central Region,0
144.0,361,Entire home/apt,4.64,Central Region,3
186.0,347,Entire home/apt,4.2,Central Region,3
428.0,256,Entire home/apt,4.8,Central Region,3
428.0,235,Entire home/apt,4.75,Central Region,3
623.0,270,Entire home/apt,5.0,Central Region,3
623.0,264,Entire home/apt,4.33,Central Region,3
295.0,269,Entire home/apt,4.0,Central Region,3
623.0,270,Entire home/apt,5.0,Central Region,3
157.0,361,Private room,5.0,Central Region,0
209.0,354,Entire home/apt,4.0,Central Region,3
93.0,245,Private room,5.0,Central Region,0
145.0,351,Private room,4.36,Central Region,0
93.0,256,Private room,4.0,Central Region,0
170.0,346,Private room,5.0,Central Region,0
